Partie réelle               Partie imaginaire
567.938796824252            174.04775083222
567.987039032738            174.014646852382
568.03462406474            173.982455610421
568.081548910732            173.951172844876
568.127810572794            173.920794282233
568.173406064736            173.891315636915
568.218332412232            173.862732611278
568.26258665295            173.835040895607
568.30616583668            173.808236168116
568.34906702547            173.782314094945
568.391287293754            173.757270330159
568.432823728484            173.733100515751
568.473673429259            173.709800281647
568.513833508463            173.687365245707
568.55330109139            173.665791013732
568.592073316377            173.645073179473
568.630147334942            173.625207324635
568.667520311903            173.60618901889
568.704189425525            173.588013819889
568.740151867638            173.570677273272
568.77540484378            173.554174912682
568.809945573323            173.538502259783
568.843771289605            173.523654824272
568.876879240064            173.509628103901
568.909266686368            173.496417584496
568.94093090455            173.484018739974
568.971869185135            173.47242703237
569.002078833276            173.461637911855
569.031557168885            173.451646816768
569.060301526761            173.442449173634
569.088309256728            173.434040397198
569.115577723759            173.426415890451
569.142104308114            173.41957104466
569.167886405467            173.413501239401
569.192921427039            173.408201842592
569.21720679973            173.403668210525
569.240739966244            173.399895687907
569.263518385228            173.396879607891
569.285539531397            173.394615292118
569.306800895665            173.393098050758
569.327299985275            173.392323182547
569.347034323933            173.392285974836
569.366001451931            173.392981703628
569.384198926279            173.394405633628
569.401624320837            173.39655301829
569.41827522644            173.399419099862
569.434149251029            173.402999109439
569.449244019778            173.40728826701
569.463557175222            173.412281781516
569.477086377387            173.417974850896
569.489829303913            173.424362662151
569.501783650185            173.431440391392
569.512947129458            173.439203203903
569.523317472984            173.447646254198
569.532892430137            173.456764686081
569.541669768542            173.466553632712
569.549647274192            173.477008216664
569.556822751582            173.48812354999
569.563194023831            173.499894734293
569.5687589328            173.512316860785
569.573515339223            173.525385010364
569.577461122827            173.539094253678
569.580594182454            173.553439651199
569.582912436183            173.568416253295
569.584413821454            173.584019100303
569.585096295185            173.600243222606
569.584957833898            173.617083640707
569.583996433833            173.634535365312
569.582210111072            173.652593397402
569.579596901656            173.671252728318
569.576154861704            173.690508339845
569.57188206753            173.710355204289
569.566776615762            173.730788284566
569.560836623455            173.751802534286
569.554060228211            173.77339289784
569.546445588292            173.795554310491
569.537990882736            173.818281698459
569.528694311469            173.841569979016
569.518554095421            173.865414060575
569.507568476637            173.889808842785
569.495735718388            173.914749216627
569.483054105286            173.940230064508
569.469521943391            173.966246260357
569.45513756032            173.992792669728
569.439899305363            174.019864149895
569.423805549583            174.047455549955
569.406854685928            174.075561710931
569.389045129336            174.104177465873
569.370375316844            174.133297639965
569.35084370769            174.162917050628
569.330448783418            174.193030507632
569.309189047984            174.223632813198
569.287063027855            174.254718762112
569.264069272113            174.286283141834
569.240206352558            174.318320732608
569.215472863803            174.350826307579
569.189867423379            174.383794632902
